Date,Count,Top,BufferRule,Type,Tickers,Weights,PriceTickers
2000-06-30,11,CSCO,False,Rebal,CSCO|INTC|MSFT|JDSU|ORCL|SUNW|VRTS|NXTL|SEBL|QCOM|WCOM,0.159763|0.155750|0.143596|0.105455|0.097785|0.062285|0.060879|0.057024|0.056679|0.053434|0.047349,CSCO|INTC|JDSU|MSFT|NXTL|ORCL|QCOM|QQQ|SUNW|WCOM
2000-09-18,11,CSCO,False,Rebal,CSCO|INTC|MSFT|ORCL|JDSU|SUNW|QCOM|VRTS|SEBL|NXTL|NTAP,0.165744|0.142776|0.124151|0.097659|0.094470|0.086661|0.068259|0.064290|0.059855|0.051028|0.045107,CSCO|INTC|JDSU|MSFT|NTAP|NXTL|ORCL|QCOM|QQQ|SUNW
2000-12-18,12,CSCO,False,Recon,CSCO|MSFT|INTC|QCOM|ORCL|JDSU|VRTS|SUNW|SEBL|CIEN|AMGN|IMNX,0.157974|0.125622|0.113405|0.111376|0.108974|0.076215|0.061038|0.057269|0.056827|0.047147|0.044367|0.039785,AMGN|CIEN|CSCO|IMNX|INTC|JDSU|MSFT|ORCL|QCOM|QQQ|SUNW
2001-03-19,12,MSFT,False,Rebal,MSFT|INTC|CSCO|QCOM|ORCL|JDSU|AMGN|VSTR|SUNW|DELL|VRTS|XLNX,0.203490|0.130058|0.109046|0.108107|0.075167|0.067476|0.063331|0.057847|0.055151|0.048402|0.041834|0.040091,AMGN|CSCO|DELL|INTC|JDSU|MSFT|ORCL|QCOM|QQQ|SUNW|XLNX
2001-06-18,12,MSFT,False,Rebal,MSFT|INTC|QCOM|CSCO|ORCL|AMGN|VSTR|DELL|AMAT|SUNW|VRTS|XLNX,0.259585|0.137160|0.096312|0.089559|0.074856|0.068730|0.058223|0.048227|0.043630|0.043251|0.042105|0.038363,AMAT|AMGN|CSCO|DELL|INTC|MSFT|ORCL|QCOM|QQQ|SUNW|XLNX
2001-09-24,11,MSFT,False,Rebal,MSFT|INTC|QCOM|CSCO|ORCL|AMGN|DELL|MXIM|WCOM|CMCSA|AMAT,0.270226|0.140824|0.122452|0.092121|0.081670|0.075651|0.049972|0.046324|0.044180|0.041840|0.034741,AMAT|AMGN|CMCSA|CSCO|DELL|INTC|MSFT|MXIM|ORCL|QCOM|WCOM
2001-12-24,13,MSFT,False,Recon,MSFT|INTC|CSCO|QCOM|ORCL|AMGN|DELL|MXIM|LLTC|IMNX|AMAT|CEFT|SUNW,0.254085|0.153829|0.096611|0.093733|0.068003|0.056745|0.054238|0.048724|0.036049|0.034624|0.034546|0.034408|0.034407,AMAT|AMGN|CSCO|DELL|IMNX|INTC|LLTC|MSFT|MXIM|ORCL|QCOM|QQQ|SUNW
2002-03-18,13,MSFT,False,Rebal,MSFT|INTC|CSCO|QCOM|ORCL|AMGN|MXIM|DELL|IMNX|CEFT|AMAT|VRTS|LLTC,0.240784|0.157295|0.092999|0.085123|0.058294|0.053704|0.053668|0.049687|0.045787|0.043256|0.041109|0.040209|0.038086,AMAT|AMGN|CSCO|DELL|IMNX|INTC|LLTC|MSFT|MXIM|ORCL|QCOM|QQQ
2002-06-24,13,MSFT,False,Rebal,MSFT|INTC|CSCO|QCOM|DELL|AMGN|ORCL|MXIM|AMAT|IMNX|CEFT|BBBY|LLTC,0.275864|0.123906|0.100696|0.067770|0.065030|0.055761|0.053800|0.050740|0.046049|0.045229|0.042939|0.037006|0.035210,AMAT|AMGN|BBBY|CSCO|DELL|IMNX|INTC|LLTC|MSFT|MXIM|ORCL|QCOM|QQQ
2002-09-23,12,MSFT,False,Rebal,MSFT|INTC|CSCO|QCOM|AMGN|DELL|ORCL|BBBY|EBAY|INTU|SBUX|MXIM,0.283135|0.111518|0.105719|0.086973|0.080604|0.078074|0.057990|0.043623|0.039797|0.039537|0.037011|0.036019,AMGN|BBBY|CSCO|DELL|EBAY|INTC|INTU|MSFT|MXIM|ORCL|QCOM|SBUX
2002-12-23,10,MSFT,False,Recon,MSFT|INTC|QCOM|CSCO|AMGN|DELL|ORCL|CMCSA|EBAY|MXIM,0.287663|0.115305|0.104908|0.100853|0.088316|0.075514|0.071266|0.064882|0.045877|0.045417,AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|MXIM|ORCL|QCOM
2003-03-24,10,MSFT,False,Rebal,MSFT|INTC|QCOM|CSCO|AMGN|CMCSA|DELL|ORCL|EBAY|MXIM,0.252555|0.118776|0.105337|0.099413|0.095507|0.075863|0.075791|0.069638|0.056657|0.050463,AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|MXIM|ORCL|QCOM
2003-06-23,10,MSFT,False,Rebal,MSFT|INTC|CSCO|AMGN|QCOM|DELL|CMCSA|ORCL|EBAY|MXIM,0.246824|0.121400|0.112969|0.100354|0.089122|0.077303|0.076571|0.072934|0.061269|0.041253,AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|MXIM|ORCL|QCOM
2003-09-22,10,MSFT,False,Rebal,MSFT|INTC|CSCO|QCOM|AMGN|DELL|CMCSA|ORCL|EBAY|MXIM,0.245199|0.147470|0.116845|0.096851|0.093532|0.073008|0.065989|0.058993|0.058656|0.043456,AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|MXIM|ORCL|QCOM
2003-12-22,13,MSFT,False,Recon,MSFT|INTC|CSCO|QCOM|NXTL|AMGN|DELL|CMCSA|EBAY|ORCL|IACI|MXIM|BBBY,0.186998|0.127821|0.109981|0.092498|0.068476|0.067917|0.057552|0.056215|0.055479|0.053116|0.047114|0.040507|0.036326,AMGN|BBBY|CMCSA|CSCO|DELL|EBAY|IACI|INTC|MSFT|MXIM|NXTL|ORCL|QCOM
2004-03-22,13,MSFT,False,Rebal,MSFT|QCOM|INTC|CSCO|AMGN|EBAY|DELL|ORCL|CMCSA|SBUX|IACI|MXIM|BIIB,0.179718|0.120063|0.119406|0.109660|0.074599|0.065009|0.064684|0.054471|0.048591|0.043625|0.041267|0.040830|0.038077,AMGN|BIIB|CMCSA|CSCO|DELL|EBAY|IACI|INTC|MSFT|MXIM|ORCL|QCOM|SBUX
2004-06-21,13,MSFT,False,Rebal,MSFT|QCOM|INTC|CSCO|EBAY|DELL|AMGN|CMCSA|ORCL|SBUX|MXIM|IACI|BIIB,0.197608|0.118771|0.116701|0.103849|0.078172|0.060803|0.059026|0.050923|0.045074|0.045060|0.041890|0.041470|0.040653,AMGN|BIIB|CMCSA|CSCO|DELL|EBAY|IACI|INTC|MSFT|MXIM|ORCL|QCOM|SBUX
2004-09-20,13,MSFT,False,Rebal,MSFT|QCOM|INTC|CSCO|EBAY|AMGN|NXTL|DELL|CMCSA|SBUX|ORCL|BIIB|YHOO,0.190370|0.140433|0.087464|0.086793|0.083888|0.063451|0.061050|0.060903|0.050335|0.046917|0.045750|0.042138|0.040507,AMGN|BIIB|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|NXTL|ORCL|QCOM|SBUX|YHOO
2004-12-20,12,MSFT,False,Recon,MSFT|QCOM|EBAY|INTC|CSCO|DELL|NXTL|ORCL|AAPL|SBUX|AMGN|CMCSA,0.190984|0.138229|0.091528|0.089526|0.082740|0.073803|0.066179|0.059706|0.055271|0.053854|0.050063|0.048115,AAPL|AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|NXTL|ORCL|QCOM|SBUX
2005-03-21,12,MSFT,False,Rebal,MSFT|QCOM|INTC|CSCO|AAPL|CMCSA|NXTL|DELL|EBAY|AMGN|SBUX|ORCL,0.183298|0.126351|0.099436|0.093844|0.084685|0.072211|0.068863|0.063405|0.059863|0.051554|0.050527|0.045963,AAPL|AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|NXTL|ORCL|QCOM|SBUX
2005-06-20,12,MSFT,False,Rebal,MSFT|QCOM|INTC|AMGN|CSCO|AAPL|NXTL|EBAY|DELL|CMCSA|SBUX|ORCL,0.146784|0.120661|0.106422|0.091100|0.083017|0.076949|0.076240|0.068334|0.068303|0.059505|0.056232|0.046453,AAPL|AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|NXTL|ORCL|QCOM|SBUX
2005-09-19,11,MSFT,False,Rebal,MSFT|QCOM|AAPL|INTC|AMGN|CSCO|EBAY|DELL|ORCL|CMCSA|SBUX,0.181113|0.157389|0.113829|0.098379|0.092580|0.077550|0.069688|0.056536|0.053443|0.053062|0.046432,AAPL|AMGN|CMCSA|CSCO|DELL|EBAY|INTC|MSFT|ORCL|QCOM|SBUX
2005-12-19,14,MSFT,False,Recon,MSFT|QCOM|AAPL|INTC|GOOG|EBAY|AMGN|CSCO|SBUX|DELL|YHOO|ORCL|CMCSA|GILD,0.148421|0.129158|0.123826|0.082440|0.077211|0.067529|0.066909|0.059782|0.049085|0.042183|0.041671|0.039681|0.038066|0.034038,AAPL|AMGN|CMCSA|CSCO|DELL|EBAY|GILD|GOOG|INTC|MSFT|ORCL|QCOM|SBUX|YHOO
2006-03-20,14,MSFT,False,Rebal,MSFT|QCOM|AAPL|CSCO|GOOG|AMGN|INTC|EBAY|SBUX|ORCL|GILD|DELL|CMCSA|YHOO,0.154940|0.151279|0.114020|0.072067|0.064012|0.063493|0.062742|0.060663|0.059734|0.044642|0.043049|0.039031|0.038880|0.031447,AAPL|AMGN|CMCSA|CSCO|DELL|EBAY|GILD|GOOG|INTC|MSFT|ORCL|QCOM|SBUX|YHOO
